Id_Pelicula;Titulo_original;Genero_Pelicula
1764;The Exorcism of Emily Rose;"Crime, Drama, Horror, Thriller"
1765;CafÃ© Society;"Comedy, Drama, Romance"
1766;Epic;"Animation, Adventure, Family, Fantasy"
1767;Barry Lyndon;"Drama, Romance, War"
1768;Mommy;Drama
1769;Nightmare Alley;"Thriller, Crime, Drama"
1770;Christopher Robin;"Adventure, Comedy, Family, Fantasy"
1771;Escape from Alcatraz;"Drama, Thriller"
1772;The Fountain;"Drama, Adventure, Science Fiction, Romance"
1773;Open Season;"Animation, Family, Adventure, Comedy"
1774;Commando;"Action, Adventure, Thriller"
1775;August Rush;"Family, Drama, Music"
1776;1922;"Horror, Crime, Drama"
1777;I Know What You Did Last Summer;"Horror, Thriller, Mystery"
1778;Get Hard;Comedy
1780;Mortdecai;"Comedy, Adventure"
1781;Event Horizon;"Horror, Science Fiction, Mystery"
1782;Dark City;"Mystery, Science Fiction"
1783;That Awkward Moment;"Comedy, Romance"
1784;30 Days of Night;"Horror, Thriller"
1785;Ouija;Horror
1786;The Florida Project;Drama
1787;The Break-Up;"Romance, Comedy"
1788;The Lake House;"Drama, Mystery, Romance"
1789;Kung Fu Hustle;"Action, Comedy, Crime, Fantasy"
1790;We Bought a Zoo;"Drama, Comedy, Family"
1791;Scooby-Doo 2: Monsters Unleashed;"Mystery, Fantasy, Adventure, Comedy"
1792;Tucker and Dale vs. Evil;"Comedy, Horror"
1793;A Nightmare on Elm Street (2010);"Horror, Mystery, Thriller"
1794;Inside Llewyn Davis;"Drama, Music"
1795;King Arthur;"Adventure, War, History, Action"
1796;Locke;"Drama, Thriller"
1797;The Three Musketeers;"Adventure, Action, Thriller"
1798;Marie Antoinette;"Drama, History"
1799;Confessions of a Shopaholic;"Comedy, Romance"
1800;Elemental;"Animation, Comedy, Family, Fantasy, Romance"
1801;Ben-Hur;"Action, Drama, History, Adventure"
1802;Guillermo del Toro's Pinocchio;"Animation, Fantasy, Drama, Music"
1803;Almost Famous;"Drama, Music"
1804;"South Park: Bigger, Longer & Uncut";"Animation, Comedy"
1806;Fences;Drama
1807;Kiss Kiss Bang Bang;"Comedy, Crime, Mystery, Thriller"
1808;Set It Up;"Romance, Comedy"
1809;Last Action Hero;"Adventure, Fantasy, Action, Comedy, Family"
1810;Green Room;"Horror, Crime, Thriller"
1811;True Romance;"Action, Crime, Romance"
1812;Adrift;"Thriller, Romance, Adventure"
1813;Long Shot;"Comedy, Romance"
1814;Trainwreck;"Comedy, Romance"
1815;Four Weddings and a Funeral;"Comedy, Drama, Romance"
1816;The Book of Life;"Animation, Adventure, Comedy, Family, Fantasy"
1817;Swordfish;"Action, Crime, Thriller"
1818;Wallace & Gromit: The Curse of the Were-Rabbit;"Adventure, Animation, Comedy, Family"
1819;The House That Jack Built;"Drama, Horror, Crime, Thriller"
1820;Four Rooms;Comedy
1821;"Good Morning, Vietnam";"Comedy, Drama, War"
1822;Metropolis;"Drama, Science Fiction"
1823;The Spiderwick Chronicles;"Family, Adventure, Fantasy"
1824;Wrong Turn;"Horror, Thriller"
1825;The Best of Me;"Drama, Romance"
1826;Scary Stories to Tell in the Dark;"Horror, Thriller"
1827;I Care a Lot;"Comedy, Crime, Thriller, Drama"
1828;Shazam! Fury of the Gods;"Comedy, Action, Fantasy"
1829;Me and Earl and the Dying Girl;"Drama, Comedy"
1830;Remember the Titans;Drama
1831;Man on a Ledge;"Action, Thriller, Crime"
1832;Police Academy;"Comedy, Crime"
1833;Anna;"Thriller, Action"
1834;The Texas Chainsaw Massacre;Horror
1835;Martyrs;"Horror, Drama, Thriller"
1836;Patriots Day;"Action, Crime, Drama, History, Thriller"
1837;My Best Friend's Wedding;"Comedy, Romance"
1838;To All the Boys: P.S. I Still Love You;"Romance, Comedy"
1839;The Power of the Dog;"Drama, Western"
1840;Happy Gilmore;Comedy
1841;Water for Elephants;"Drama, Romance"
1842;Project Almanac;"Science Fiction, Thriller, Drama"
1843;Alpha;"Adventure, Drama"
1844;Tinker Tailor Soldier Spy;"Drama, Thriller, Mystery"
1845;They Call Me Jeeg;"Crime, Drama, Action, Science Fiction"
1846;Lethal Weapon 4;"Action, Adventure, Comedy, Crime, Thriller"
1847;Rope;"Thriller, Crime, Drama"
1848;The Foreigner;"Action, Thriller"
1849;Legion;"Horror, Action, Fantasy"
1850;Booksmart;Comedy
1851;Concussion;"Drama, History"
1852;Flightplan;"Thriller, Drama, Mystery"
1853;Immortals;"Fantasy, Action, Drama"
1854;Rings;Horror
1855;The Invitation;"Thriller, Horror"
1856;Chicago;"Comedy, Crime, Drama"
1857;Halloween Kills;"Horror, Thriller"
1858;Colombiana;"Action, Thriller, Crime, Drama"
1859;Mowgli: Legend of the Jungle;"Adventure, Drama"
1860;Death Wish;"Action, Crime, Drama, Thriller"
1861;Gabriel's Inferno;"Romance, Drama"
1862;To Kill a Mockingbird;Drama
1864;Munich;"Drama, Action, History, Thriller"
1865;Cold Pursuit;"Action, Crime, Thriller"
1866;Antichrist;"Drama, Horror, Thriller"
1867;Seventh Son;"Adventure, Fantasy"
1868;Death Becomes Her;"Comedy, Fantasy, Horror"
1869;The Land Before Time;"Family, Animation, Adventure"
1870;Hairspray;"Comedy, Romance, Drama"
1871;Smile;"Horror, Mystery, Thriller"
1872;Jingle All the Way;"Family, Comedy, Adventure"
1873;Highlander;"Adventure, Action, Fantasy"
1874;Hard Candy;"Drama, Thriller"
1875;Anchorman 2: The Legend Continues;Comedy
1876;Daddy's Home 2;Comedy
1877;No Escape;Thriller
1878;I Am Mother;"Science Fiction, Thriller"
1879;Mike and Dave Need Wedding Dates;Comedy
1880;Upside Down;"Romance, Science Fiction, Drama, Fantasy"
1881;Lost Highway;"Drama, Thriller, Mystery"
1882;Ava;"Action, Thriller, Crime"
1883;Dial M for Murder;"Thriller, Crime"
1884;The Sting;"Comedy, Crime, Drama"
1885;Amores Perros;"Drama, Thriller"
1886;In the Mood for Love;"Drama, Romance"
1887;Incendies;"Drama, War, Mystery"
1888;ParaNorman;"Family, Animation, Adventure, Comedy"
1889;Dungeons & Dragons: Honor Among Thieves;"Adventure, Fantasy, Comedy"
1890;The Hustle;"Comedy, Crime, Action"
1891;Legends of the Fall;"Adventure, Drama, Romance, War, Western"
1892;Sunset Boulevard;Drama
1893;Freddy vs. Jason;Horror
1894;The Space Between Us;"Romance, Adventure, Science Fiction, Drama"
1895;The Guilty;"Drama, Thriller"
1896;Inherent Vice;"Drama, Mystery, Comedy"
1897;After We Fell;"Romance, Drama"
1898;Hollow Man;"Action, Science Fiction, Thriller"
1899;The Dead Don't Die;"Comedy, Horror, Fantasy"
1900;S.W.A.T.;"Action, Thriller, Crime"
1901;Triangle;Horror
1902;Jobs;"Drama, History"
1903;The Secret in Their Eyes;"Crime, Mystery, Thriller, Romance, Drama"
1904;Shanghai Noon;"Adventure, Action, Comedy, Western"
1905;You're Next;"Horror, Thriller, Mystery"
1906;Wild;Drama
1907;The Rescuers;"Fantasy, Family, Animation, Adventure"
1908;Dinosaur;"Family, Animation"
1909;Gremlins 2: The New Batch;"Comedy, Horror, Fantasy"
1910;EuroTrip;Comedy
1911;Paul Blart: Mall Cop;"Action, Adventure, Comedy, Family"
1912;Evil Dead Rise;"Thriller, Horror"
1913;Bronson;"Drama, Action, Crime"
1914;Dogma;"Fantasy, Comedy, Adventure"
1915;Tom & Jerry;"Comedy, Family, Animation"
1916;Loving Vincent;"Animation, Drama, Mystery, History"
1917;Around the World in 80 Days;"Action, Adventure, Comedy"
1918;Ouija: Origin of Evil;Horror
1919;The Time Traveler's Wife;"Drama, Romance, Fantasy"
1921;Richard Jewell;"Drama, Crime"
1922;The Great Escape;"Adventure, Drama, History, Thriller, War"
1923;Borat Subsequent Moviefilm;Comedy
1924;Welcome to the Sticks;"Comedy, Drama, Romance"
1925;The Boss Baby: Family Business;"Animation, Comedy, Adventure, Family"
1926;The Assassination of Jesse James by the Coward Robert Ford;"Action, Drama, Western"
1927;Eat Pray Love;"Drama, Romance"
1928;Awakenings;Drama
1929;Anaconda;"Adventure, Horror, Thriller"
1930;Johnny English Strikes Again;"Action, Adventure, Comedy"
1931;Clerks;Comedy
1932;J. Edgar;"Drama, Crime, History"
1933;Kindergarten Cop;Comedy
1934;The Ides of March;Drama
1935;Sound of Metal;"Drama, Music"
1936;Surf's Up;"Animation, Comedy, Family"
1937;Hot Tub Time Machine;"Science Fiction, Comedy, Adventure"
1938;Paranormal Activity 2;"Horror, Mystery"
1939;Only God Forgives;"Drama, Thriller, Crime"
1940;The BÃ©lier Family;"Comedy, Music, Drama"
1941;I Saw the Devil;"Thriller, Horror"
1942;Irrational Man;"Drama, Comedy, Crime"
1943;Season of the Witch;"Adventure, Fantasy, Action"
1944;Midway;"Action, Drama, War, History, Adventure"
1945;Rushmore;"Comedy, Drama"
1946;The Flintstones;"Fantasy, Comedy, Family"
1947;A Time to Kill;"Crime, Drama, Thriller"
1948;Hellraiser;"Horror, Thriller"
1949;Conan the Barbarian;"Adventure, Fantasy, Action"
1950;Fantasy Island;"Horror, Fantasy, Adventure, Mystery"
1951;The Big Sick;"Comedy, Drama, Romance"
1952;Don't Breathe 2;"Thriller, Horror"
1953;Adaptation.;"Comedy, Crime, Drama"
1954;Babylon;"Drama, Comedy"
1955;Tom Clancy's Without Remorse;"Adventure, Action, Thriller, War"
1956;Beautiful Boy;Drama
1957;Run;"Thriller, Horror, Drama"
1958;Love;"Drama, Romance"
1959;Fractured;Thriller
1960;X;Horror
1961;Safe;"Action, Crime, Thriller"
1962;Elektra;"Action, Fantasy, Science Fiction"
1963;The Curse of La Llorona;"Horror, Mystery, Thriller"
1964;Stuart Little 2;"Family, Adventure, Animation, Comedy"
1965;Deep Blue Sea;"Action, Horror, Science Fiction"
1966;Taxi;"Comedy, Action, Crime, Adventure"
1967;"Definitely, Maybe";"Comedy, Romance"
1968;The French Dispatch;"Drama, Comedy"
1969;The Chorus;Drama
1970;Return to Never Land;"Adventure, Fantasy, Animation, Family"
1971;Bean;"Comedy, Family, Adventure"
1972;Snitch;"Thriller, Drama, Action"
1973;The Forever Purge;"Horror, Action, Thriller"
1974;Gulliver's Travels;"Family, Comedy, Adventure, Fantasy"
1975;Hardcore Henry;"Action, Adventure, Science Fiction"
1976;Fun with Dick and Jane;Comedy
1977;"Good Bye, Lenin!";"Comedy, Drama"
1978;It's Kind of a Funny Story;"Comedy, Drama"
1979;Dirty Harry;"Action, Crime, Thriller"
1980;Hustle;"Drama, Comedy"
1981;When We First Met;"Comedy, Romance, Fantasy"
1982;Gamer;"Action, Thriller, Science Fiction"
1983;Jackie;Drama
1984;Dogville;"Crime, Drama, Thriller"
1985;The Strangers;"Horror, Mystery, Thriller"
1986;Mr. Peabody & Sherman;"Animation, Adventure, Family"
1987;Safe Haven;"Romance, Thriller"
1988;Zack and Miri Make a Porno;Comedy
1989;Eraserhead;Horror
1990;Portrait of a Lady on Fire;"Drama, Romance"
1991;The Mountain Between Us;"Drama, Adventure, Romance"
1992;The Boondock Saints;"Action, Thriller, Crime"
1993;Ghostland;"Horror, Mystery, Thriller"
1994;Judge Dredd;Science Fiction
1995;What's Your Number?;"Comedy, Romance"
1996;John Q;"Drama, Thriller, Crime"
1997;Flubber;"Comedy, Family, Science Fiction"
1998;The Cable Guy;"Comedy, Drama, Thriller"
1999;Resident Evil: Welcome to Raccoon City;"Horror, Science Fiction, Action"
2000;Perfect Blue;"Animation, Thriller"
2001;Mulan II;"Animation, Comedy, Family, Action"
2002;Night of the Living Dead;Horror
2003;The SpongeBob Movie: Sponge Out of Water;"Family, Adventure, Comedy, Fantasy, Animation"
2004;We Are Your Friends;"Drama, Music, Romance, Comedy"
2005;Ghost Ship;"Horror, Mystery, Thriller"
2006;K-PAX;"Science Fiction, Drama, Mystery"
2007;It Comes at Night;"Drama, Horror, Mystery"
2008;Enola Holmes 2;"Adventure, Mystery, Comedy, Crime"
2009;Labyrinth;"Adventure, Family, Fantasy"
2010;Peninsula;"Horror, Adventure, Action, Thriller"
2011;Horns;"Drama, Fantasy, Thriller"
2012;Pandorum;"Action, Horror, Mystery, Science Fiction, Thriller"
2013;Step Up 2: The Streets;"Music, Drama, Romance"
2014;Just Like Heaven;"Drama, Comedy, Romance, Fantasy"
2015;Descendants;"Family, Music, Adventure, Comedy, Fantasy, TV Movie"
2016;The Little Things;"Crime, Drama, Thriller"
2017;Ghosts of Girlfriends Past;"Fantasy, Comedy, Romance"
2018;Before Midnight;"Romance, Drama"
2019;25th Hour;"Crime, Drama"
2020;Storks;"Adventure, Animation, Comedy, Family"
2021;3 Idiots;"Drama, Comedy"
2022;Elite Squad;"Drama, Action, Crime"
2023;The Man from Earth;"Science Fiction, Drama"
2024;Beverly Hills Cop II;"Action, Comedy, Crime"
2025;Green Street Hooligans;"Crime, Drama"
2027;Flatliners;"Drama, Horror, Thriller"
2028;Movie 43;Comedy
2029;Never Back Down;"Drama, Action"
2030;Bicycle Thieves;Drama
2031;Manhattan;"Comedy, Drama, Romance"
2032;Anna Karenina;"Drama, Romance"
2033;A Bronx Tale;"Drama, Crime"
2034;Sherlock: The Abominable Bride;"Crime, Drama, Mystery, TV Movie"
2035;Legend of the Guardians: The Owls of Ga'Hoole;"Animation, Adventure, Family, Fantasy"
2036;Widows;"Crime, Thriller"
2037;Last Christmas;"Comedy, Romance"
2038;The Watch;"Comedy, Action, Science Fiction"
2039;Look Who's Talking;"Comedy, Romance"
2041;I Now Pronounce You Chuck & Larry;"Comedy, Romance"
2042;Cliffhanger;"Action, Adventure, Thriller"
2043;Grimsby;"Action, Comedy"
2045;An American Werewolf in London;"Comedy, Horror"
2046;Ronin;"Action, Thriller, Crime"
2047;Foxcatcher;"Drama, Thriller"
2048;Australia;"Adventure, Drama, Romance"
2049;The Raid 2;"Action, Crime, Thriller"
2051;Sky High;"Adventure, Comedy, Family"
2052;Big Momma's House;"Crime, Comedy"
2054;A Ghost Story;"Fantasy, Drama"
2055;Sleepless in Seattle;"Comedy, Drama, Romance"
2056;Herbie Fully Loaded;"Comedy, Family, Adventure, Fantasy, Romance"
2057;Purple Hearts;"Romance, Drama"
2058;Wild Hogs;"Action, Adventure, Comedy"
2059;What Dreams May Come;"Drama, Fantasy, Romance"
2060;Starsky & Hutch;"Comedy, Crime"
2061;Ed Wood;"Comedy, Drama, History"
2062;Every Day;"Fantasy, Romance"
2063;Sing Street;"Comedy, Romance, Drama, Music"
2064;Never Let Me Go;"Drama, Romance, Science Fiction"
2065;Push;"Science Fiction, Action, Adventure, Thriller"
2066;Monster;"Crime, Drama"
2067;Gandhi;"Drama, History"
2068;Burlesque;"Drama, Romance"
2069;Spenser Confidential;"Comedy, Action, Thriller"
2070;The Ring Two;"Drama, Horror, Thriller"
2071;I Am Sam;Drama
2072;All the Money in the World;"Crime, History, Thriller"
2073;Ride Along;"Action, Comedy"
2074;Norbit;Comedy
2075;Gothika;"Horror, Thriller"
2076;Hostiles;"Western, Drama, History"
2077;The Princess Switch;"Romance, Comedy"
2078;Paddington 2;"Adventure, Comedy, Family"
2079;Stranger Than Fiction;"Comedy, Drama, Fantasy, Romance"
2080;The Snowman;"Crime, Thriller"
2081;Wolf Children;"Animation, Family, Drama, Fantasy, Adventure"
2082;Chaos Walking;"Fantasy, Science Fiction, Adventure"
2083;The Running Man;"Action, Science Fiction, Thriller"
2084;Case 39;"Horror, Mystery, Thriller"
2085;Zoolander 2;"Comedy, Adventure, Action"
2086;Selma;"History, Drama"
2087;The Spy Who Dumped Me;"Action, Comedy"
2088;National Lampoon's Christmas Vacation;Comedy
2089;The Legend of 1900;"Drama, Music, Romance"
2090;Punch-Drunk Love;"Romance, Drama, Comedy"
2091;The Banshees of Inisherin;"Drama, Comedy, History"
2092;Pete's Dragon;"Adventure, Family, Fantasy"
2093;The Bank Job;"Thriller, Crime, Drama"
2094;Stoker;"Drama, Horror, Thriller"
2095;RiÂ¢hie RiÂ¢h;"Comedy, Family"
2096;Thunderball;"Adventure, Action, Thriller"
2097;King Richard;"Drama, History"
2098;Shanghai Knights;"Action, Adventure, Comedy, Western"
2099;A Rainy Day in New York;"Comedy, Romance"
2101;Tears of the Sun;"War, Action, Drama"
2102;Priest;"Action, Fantasy, Horror, Thriller"
2103;Superman II;"Science Fiction, Action, Adventure"
2104;Solace;"Thriller, Crime, Mystery"
2105;Tron;"Science Fiction, Action, Adventure"
2106;Men of Honor;Drama
2107;Mr. Deeds;"Comedy, Romance"
2108;Killers;"Action, Comedy, Thriller, Romance"
2109;Guns Akimbo;"Action, Comedy"
2110;Paprika;"Animation, Mystery, Science Fiction, Thriller"
2111;Ip Man 2;"Action, History, Drama"
2112;8Â½;"Fantasy, Drama"
2113;The Fundamentals of Caring;"Comedy, Drama"
2114;Charlie St. Cloud;"Drama, Romance"
2115;About a Boy;"Drama, Comedy, Romance"
2116;I Spit on Your Grave;"Thriller, Crime, Horror"
2117;Outbreak;"Action, Drama, Science Fiction, Thriller"
2118;The Time Machine;"Science Fiction, Adventure, Action"
2119;Reign of Fire;"Adventure, Action, Fantasy"
2120;Dead Silence;Horror
2121;Dogman;"Crime, Drama, Thriller"
2122;The Perfect Storm;"Action, Adventure, Drama, Thriller"
2123;The Smurfs 2;"Fantasy, Family, Comedy, Animation"
2124;Splice;"Horror, Science Fiction, Thriller"
2125;Twins;Comedy
2126;The First Time;"Drama, Comedy, Romance"
2127;Doom;"Action, Horror, Science Fiction"
2128;Just Mercy;"Drama, Crime, History"
2129;Trance;"Thriller, Crime, Drama, Mystery"
2130;The Men Who Stare at Goats;"Comedy, War"
2131;Spy Kids 3-D: Game Over;"Action, Adventure, Comedy, Family, Science Fiction"
2132;Meg 2: The Trench;"Action, Science Fiction, Horror"
2133;Ã†on Flux;"Science Fiction, Action, Thriller"
2134;Hero;"Drama, Adventure, Action, History"
2135;The Ghost Writer;"Thriller, Mystery"
2136;Paranormal Activity 3;"Horror, Mystery"
2137;Milk;"History, Drama"
2138;Pride and Prejudice and Zombies;"Romance, Horror, Comedy, Thriller"
2139;Ma;"Horror, Thriller"
2140;Kramer vs. Kramer;Drama
2141;Coming 2 America;Comedy
2142;Evolution;"Comedy, Science Fiction, Action"
2143;Mile 22;"Action, Thriller"
2144;Fear Street: 1994;"Mystery, Horror"
2145;Pi;"Mystery, Drama, Thriller"
2146;Wayne's World;"Comedy, Music"
2147;Green Zone;"War, Action, Adventure, Drama, Thriller"
2148;The Amityville Horror;Horror
2149;Hannibal Rising;"Crime, Drama, Thriller, Horror"
2150;Where Am I Going?;Comedy
2151;The Beguiled;Drama
2152;The Apartment;"Comedy, Drama, Romance"
2153;Polar;"Action, Crime, Drama"
2154;The King of Comedy;"Drama, Comedy"
2155;Unhinged;"Action, Thriller"
2156;Savages;"Crime, Drama, Thriller"
2157;Malena;Drama
2158;This Is 40;Comedy
2159;Run Lola Run;"Action, Drama, Thriller"
2160;The House with a Clock in Its Walls;"Fantasy, Family, Comedy"
2161;Freedom Writers;"Crime, Drama"
2162;Alvin and the Chipmunks: Chipwrecked;"Comedy, Fantasy, Family, Music, Animation"
2163;Only Lovers Left Alive;"Drama, Romance"
2164;Spy Kids 2: The Island of Lost Dreams;"Action, Adventure, Family, Comedy, Science Fiction"
2165;Adventureland;"Comedy, Drama"
2166;Piranha 3D;"Comedy, Horror"
2167;New Year's Eve;"Comedy, Romance"
2168;Camp Rock;"Family, Music, Comedy, Drama, TV Movie, Romance"
2169;Malignant;"Horror, Mystery, Thriller"
2170;3 Days to Kill;"Action, Drama, Thriller"
2171;Last Vegas;Comedy
2172;Shaolin Soccer;"Action, Comedy"
2173;Galaxy Quest;"Comedy, Science Fiction, Adventure"
2174;The Nutcracker and the Four Realms;"Fantasy, Adventure, Family"
2175;Das Boot;"Drama, History, War"
2176;Cinderella Man;"Romance, Drama, History"
2177;Creed III;"Drama, Action"
2178;The Drop;"Drama, Crime"
2179;Victor Frankenstein;"Drama, Science Fiction, Thriller"
2180;In the Tall Grass;"Horror, Drama, Thriller"
2181;Once Upon a Time in Mexico;"Action, Drama, Mystery"
2182;The Naked Gun 2Â½: The Smell of Fear;"Comedy, Crime"
2183;Monte Carlo;"Adventure, Comedy, Romance"
2184;The Unholy;"Horror, Mystery"
2185;Garfield: A Tail of Two Kitties;"Animation, Comedy, Family, Adventure"
2186;The Hate U Give;"Crime, Drama"
2187;The Human Centipede (First Sequence);Horror
2188;Sex and the City;"Comedy, Drama, Romance"
2189;Sinister 2;Horror
2190;Inkheart;"Adventure, Family, Fantasy"
2191;Killing Them Softly;"Crime, Thriller"
2192;The Karate Kid Part II;"Adventure, Drama, Action, Romance, Family"
2193;Butch Cassidy and the Sundance Kid;Western
2194;The Pope's Exorcist;"Horror, Thriller"
2195;Dorian Gray;"Fantasy, Drama, Thriller"
2196;Holidate;"Comedy, Romance"
2197;Triple 9;"Action, Crime, Adventure, Thriller"
2198;Demolition;"Comedy, Drama"
2199;The Lego Movie 2: The Second Part;"Action, Adventure, Animation, Comedy, Family"
2200;Magic in the Moonlight;"Comedy, Drama, Romance"
2201;Eddie the Eagle;"Comedy, Drama, History, Adventure"
2202;Poseidon;"Adventure, Action, Drama, Thriller"
2203;Daddy Day Care;"Comedy, Family"
